Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SA2 (UR) by INGP Indigenous Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"INGP Indigenous Status","Non-Indigenous","Aboriginal","Torres Strait Islander","Both Aboriginal and Torres Strait Islander","Not stated","Total",
"SA2 (UR)",
"Chermside West",5996,77,4,13,160,6251,
"Geebung",4098,70,3,7,137,4323,
"Kedron - Gordon Park",12775,187,28,10,710,13715,
"Stafford",6032,152,12,16,298,6513,
"Stafford Heights",6313,162,8,0,371,6855,
"Wavell Heights",9306,108,9,14,349,9785,
"Boondall",8695,191,19,24,288,9218,
"Brisbane Airport",189,0,0,0,3,192,
"Eagle Farm - Pinkenba",712,10,5,0,92,822,
"Northgate - Virginia",6039,145,11,11,384,6591,
"Nudgee - Banyo",8962,193,9,9,442,9618,
"Nundah",11348,162,15,15,689,12231,
"Bracken Ridge",15889,387,31,22,613,16935,
"Brighton (Qld)",8829,217,7,10,420,9476,
"Deagon",3379,80,9,0,204,3674,
"Sandgate - Shorncliffe",6314,117,9,6,339,6781,
"Taigum - Fitzgibbon",11409,188,20,34,501,12155,
"Zillmere",8057,318,33,20,535,8968,
"Camp Hill",10531,92,3,6,542,11178,
"Cannon Hill",5219,65,18,3,416,5720,
"Carina",10366,145,4,3,512,11029,
"Carina Heights",6119,142,18,7,269,6547,
"Carindale",15107,99,3,8,491,15706,
"Annerley",10480,117,19,16,748,11388,
"Coorparoo",14990,124,15,11,887,16037,
"Fairfield - Dutton Park",4444,53,9,4,283,4790,
"Greenslopes",8461,96,11,0,553,9121,
"Holland Park",7775,121,21,17,376,8306,
"Holland Park West",5975,68,10,0,284,6337,
"Woolloongabba",4888,49,8,9,573,5526,
"Yeronga",8731,82,8,8,659,9486,
"Eight Mile Plains",14508,105,22,13,520,15161,
"Macgregor (Qld)",5570,22,10,0,248,5846,
"Mansfield (Qld)",8238,121,6,5,351,8725,
"Mount Gravatt",13928,183,23,24,786,14942,
"Rochedale - Burbank",6067,34,4,6,207,6318,
"Upper Mount Gravatt",8747,159,17,7,454,9392,
"Wishart",10346,102,4,10,359,10817,
"Coopers Plains",5017,105,12,11,350,5483,
"Moorooka",9763,116,7,3,539,10423,
"Robertson",4884,20,0,0,197,5102,
"Salisbury - Nathan",6621,148,8,9,407,7183,
"Tarragindi",10087,81,13,7,487,10674,
"Algester",8001,131,19,10,279,8432,
"Calamvale - Stretton",20297,93,8,12,846,21250,
"Pallara - Willawong",4410,70,4,3,207,4701,
"Parkinson - Drewvale",15018,117,7,23,424,15581,
"Rocklea - Acacia Ridge",8504,314,21,42,687,9559,
"Kuraby",8081,61,0,0,239,8382,
"Runcorn",13787,109,5,17,560,14482,
"Sunnybank",8446,67,6,7,326,8856,
"Sunnybank Hills",16993,137,15,11,927,18087,
"Jindalee - Mount Ommaney",7237,59,4,3,210,7513,
"Middle Park - Jamboree Heights",6830,64,8,7,155,7066,
"Riverhills",3846,45,6,0,147,4043,
"Seventeen Mile Rocks - Sinnamon Park",9228,71,0,4,245,9557,
"Westlake",4208,25,0,0,123,4351,
"Bellbowrie - Moggill",9670,93,10,5,323,10103,
"Brookfield - Kenmore Hills",6462,25,0,0,263,6752,
"Chapel Hill",9922,33,0,7,347,10310,
"Fig Tree Pocket",3899,0,0,5,139,4044,
"Kenmore",8520,28,4,0,210,8766,
"Pinjarra Hills - Pullenvale",5228,8,0,0,159,5403,
"Chelmer - Graceville",7124,24,3,0,255,7410,
"Corinda",4616,53,0,0,197,4865,
"Indooroopilly",11510,52,12,6,558,12139,
"Sherwood",5347,33,10,0,244,5637,
"St Lucia",11754,44,7,0,764,12575,
"Taringa",7978,51,5,3,414,8453,
"Enoggera",7546,147,10,8,451,8160,
"Enoggera Reservoir",22,0,0,0,4,26,
"Keperra",6614,203,21,3,235,7082,
"Mitchelton",7857,134,34,8,329,8360,
"Mount Coot-tha",0,0,0,0,0,0,
"The Gap",15781,114,6,8,564,16474,
"Upper Kedron - Ferny Grove",9489,152,20,12,235,9907,
"Brisbane City",9153,43,6,4,985,10189,
"Fortitude Valley",6066,86,7,3,982,7142,
"Highgate Hill",5746,65,4,8,509,6328,
"Kangaroo Point",7449,67,4,14,682,8213,
"New Farm",10760,110,18,10,1894,12787,
"South Brisbane",6547,49,0,6,631,7229,
"Spring Hill",5371,55,3,3,627,6066,
"West End",8565,98,9,8,943,9618,
"Balmoral",3921,41,5,0,259,4227,
"Bulimba",6162,35,4,0,492,6698,
"East Brisbane",5298,64,3,0,408,5783,
"Hawthorne",4704,48,0,5,212,4972,
"Morningside - Seven Hills",11649,214,14,13,722,12613,
"Norman Park",5898,44,11,8,341,6302,
"Albion",2573,37,10,0,174,2793,
"Alderley",5683,48,4,9,255,6000,
"Ascot",4787,20,6,3,323,5142,
"Clayfield",9717,95,12,4,637,10473,
"Grange",4058,41,0,0,145,4247,
"Hamilton (Qld)",5584,58,3,0,636,6289,
"Hendra",4305,49,0,0,299,4654,
"Kelvin Grove - Herston",9191,101,11,5,768,10079,
"Newmarket",4599,59,0,4,315,4978,
"Newstead - Bowen Hills",9118,69,0,0,1450,10639,
"Wilston",3720,29,6,4,180,3937,
"Windsor",6786,95,5,6,296,7187,
"Wooloowin - Lutwyche",9048,116,8,4,576,9746,
"Ashgrove",12585,102,9,7,613,13313,
"Auchenflower",5037,29,0,0,430,5498,
"Bardon",9236,56,7,4,420,9717,
"Paddington - Milton",10063,84,9,8,621,10788,
"Red Hill (Qld)",5244,52,3,0,445,5746,
"Toowong",9976,75,12,9,735,10803,
"Brinsmead",4802,143,71,51,295,5364,
"Clifton Beach - Kewarra Beach",9794,197,44,39,766,10834,
"Freshwater - Stratford",3231,90,27,29,194,3566,
"Redlynch",11384,361,108,80,881,12807,
"Trinity Beach - Smithfield",12532,334,95,88,884,13934,
"Yorkeys Knob - Machans Beach",4958,199,130,44,828,6153,
"Bentley Park",6443,477,288,257,558,8015,
"Cairns City",8652,373,298,121,1991,11435,
"Earlville - Bayview Heights",7030,359,154,120,609,8268,
"Edmonton",8545,923,304,287,693,10750,
"Gordonvale - Trinity",7046,666,124,143,687,8666,
"Kanimbla - Mooroobool",8130,387,365,234,766,9885,
"Lamb Range",0,0,0,0,0,0,
"Manoora",3802,517,559,287,862,6023,
"Manunda",3772,396,334,168,712,5394,
"Mount Sheridan",7219,325,183,142,406,8275,
"Westcourt - Bungalow",4579,393,285,173,901,6334,
"White Rock",3463,364,255,181,467,4729,
"Whitfield - Edge Hill",7249,200,132,106,506,8191,
"Woree",3537,359,280,164,480,4821,
"Babinda",3549,221,52,37,388,4238,
"Innisfail",6877,1041,207,270,974,9377,
"Johnstone",6780,353,54,62,641,7892,
"Tully",8841,553,135,96,1044,10662,
"Wooroonooran",0,0,0,0,0,0,
"Yarrabah",50,2334,20,140,17,2560,
"Daintree",4853,596,27,129,737,6350,
"Port Douglas",4340,74,24,16,801,5257,
"Atherton",9146,649,70,132,720,10713,
"Herberton",4218,548,60,47,766,5639,
"Kuranda",3537,469,20,25,440,4495,
"Malanda - Yungaburra",7530,285,20,19,630,8481,
"Mareeba",8681,1157,75,129,1038,11078,
"Balonne",3309,674,10,7,378,4378,
"Chinchilla",6773,380,28,10,942,8132,
"Goondiwindi",5297,358,7,9,680,6356,
"Inglewood - Waggamba",3648,194,0,0,398,4246,
"Miles - Wandoan",3360,153,11,6,540,4063,
"Roma",5544,566,6,3,736,6853,
"Roma Region",5030,314,6,17,443,5815,
"Tara",3114,246,8,17,843,4222,
"Crows Nest - Rosalie",7707,255,6,5,587,8559,
"Jondaryan",6536,487,10,3,472,7511,
"Millmerran",2699,156,3,3,450,3309,
"Pittsworth",5050,147,3,8,517,5718,
"Wambo",14740,981,20,32,1256,17023,
"Clifton - Greenmount",4398,128,7,4,361,4894,
"Southern Downs - East",3774,112,13,7,323,4228,
"Southern Downs - West",4123,180,8,4,339,4655,
"Stanthorpe",4904,168,4,3,331,5409,
"Stanthorpe Region",5210,158,8,10,390,5781,
"Warwick",13449,866,14,19,786,15133,
"Central Highlands - East",5166,1267,18,68,771,7289,
"Central Highlands - West",6797,254,8,12,1060,8139,
"Emerald",11422,436,19,27,1625,13529,
"Berserker",5679,533,39,40,582,6878,
"Bouldercombe",1604,125,3,5,128,1865,
"Emu Park",4612,277,6,19,559,5462,
"Frenchville - Mount Archer",8061,403,45,48,506,9075,
"Glenlee - Rockyview",4363,247,20,32,319,4980,
"Gracemere",9872,901,50,31,814,11668,
"Lakes Creek",4056,448,29,26,311,4876,
"Mount Morgan",2270,375,8,4,284,2941,
"Norman Gardens",8963,510,42,31,578,10124,
"Park Avenue",4331,342,23,29,373,5089,
"Parkhurst - Kawana",5914,425,29,38,488,6899,
"Rockhampton - West",5045,371,35,49,433,5932,
"Rockhampton City",2591,248,19,19,375,3261,
"Rockhampton Region - East",3023,109,8,12,294,3455,
"Rockhampton Region - North",3790,85,5,7,363,4243,
"Rockhampton Region - West",2583,90,0,13,230,2917,
"Shoalwater Bay",14,0,0,0,0,14,
"The Range - Allenstown",7095,364,30,34,667,8193,
"Yeppoon",15886,665,54,59,1442,18111,
"Banana",7491,312,6,10,726,8555,
"Biloela",5081,208,7,31,428,5764,
"Agnes Water - Miriam Vale",5303,182,7,11,522,6024,
"Boyne Island - Tannum Sands",8979,318,10,17,580,9898,
"Callemondah",19,0,0,0,0,21,
"Clinton - New Auckland",12135,503,21,71,739,13462,
"Gladstone",5037,274,9,26,680,6017,
"Gladstone Hinterland",10302,376,11,11,1045,11745,
"Kin Kora - Sun Valley",3314,121,7,8,165,3616,
"South Trees",0,0,0,0,0,0,
"Telina - Toolooa",5429,238,9,40,427,6143,
"West Gladstone",4097,189,10,27,382,4708,
"Broadbeach Waters",7195,69,0,5,504,7775,
"Burleigh Heads",7838,93,4,7,822,8769,
"Burleigh Waters",13423,151,8,4,559,14159,
"Mermaid Beach - Broadbeach",10388,109,5,0,1414,11916,
"Mermaid Waters",11301,120,7,8,731,12168,
"Miami",6159,105,5,0,579,6846,
"Coolangatta",5134,120,9,3,678,5950,
"Currumbin - Tugun",9971,226,13,29,1077,11313,
"Currumbin Waters",8513,209,13,8,377,9122,
"Elanora",11280,238,10,9,607,12150,
"Palm Beach",13375,274,18,17,972,14654,
"Arundel",9523,148,9,0,567,10244,
"Biggera Waters",7654,105,0,5,766,8535,
"Coombabah",9505,203,7,10,657,10388,
"Labrador",16208,350,21,16,1667,18261,
"Paradise Point - Hollywell",8761,56,10,5,566,9396,
"Runaway Bay",8442,93,3,8,521,9069,
"Guanaba - Springbrook",3847,82,5,8,294,4238,
"Tamborine - Canungra",12868,202,12,10,1179,14272,
"Currumbin Valley - Tallebudgera",6618,89,13,8,420,7150,
"Mudgeeraba - Bonogin",16966,270,7,16,1000,18261,
"Reedy Creek - Andrews",7535,93,20,7,320,7976,
"Carrara",11270,185,6,3,726,12191,
"Highland Park",7747,159,9,11,440,8365,
"Nerang - Mount Nathan",18920,444,9,10,1136,20532,
"Pacific Pines - Gaven",16968,298,4,14,1035,18317,
"Worongary - Tallai",7177,97,4,0,598,7881,
"Coomera",12024,295,26,16,949,13305,
"Helensvale",15639,189,0,3,1023,16861,
"Hope Island",10187,69,0,0,968,11230,
"Jacobs Well - Alberton",3337,95,0,0,211,3640,
"Ormeau - Yatala",18174,307,20,12,1160,19677,
"Oxenford - Maudsland",14651,238,15,11,878,15790,
"Pimpama",7949,278,17,11,918,9166,
"Upper Coomera - Willow Vale",28676,705,18,17,1795,31216,
"Clear Island Waters",3860,27,0,0,239,4118,
"Merrimac",6388,81,7,5,595,7070,
"Robina",21686,231,7,11,1168,23109,
"Varsity Lakes",14000,245,15,7,918,15182,
"Ashmore",11072,143,11,3,687,11910,
"Molendinar",5900,151,3,3,315,6378,
"Parkwood",8001,174,5,3,523,8706,
"Southport - North",13091,246,13,3,1340,14692,
"Southport - South",15536,297,20,12,1345,17210,
"Benowa",7932,62,7,4,733,8739,
"Bundall",4180,43,6,0,294,4522,
"Main Beach",3304,27,0,6,551,3883,
"Surfers Paradise",19990,179,13,4,3505,23686,
"Darra - Sumner",4402,61,0,9,465,4933,
"Durack",7125,195,11,20,610,7952,
"Forest Lake - Doolandella",25907,397,42,35,1325,27708,
"Inala - Richlands",15428,778,33,54,1710,18007,
"Oxley (Qld)",7247,104,5,16,444,7819,
"Wacol",4823,697,46,32,209,5813,
"Boonah",10803,234,22,28,800,11884,
"Esk",4624,133,3,14,382,5158,
"Lake Manchester - England Creek",0,0,0,0,0,0,
"Lockyer Valley - East",17253,854,37,46,1629,19816,
"Lowood",12235,531,17,28,1241,14047,
"Rosewood",10431,436,21,17,908,11807,
"Brassall",9695,567,13,18,607,10902,
"Bundamba",7719,421,19,12,756,8921,
"Churchill - Yamanto",6170,279,14,16,294,6766,
"Ipswich - Central",5686,316,25,33,498,6558,
"Ipswich - East",15693,865,30,39,1268,17893,
"Ipswich - North",4341,79,10,0,205,4642,
"Karalee - Barellan Point",5145,110,4,4,245,5507,
"Karana Downs",5791,85,7,0,211,6092,
"Leichhardt - One Mile",6222,657,20,4,751,7659,
"North Ipswich - Tivoli",5646,298,14,7,422,6397,
"Raceview",13830,605,30,26,686,15174,
"Ripley",4188,116,9,7,307,4619,
"Riverview",2442,242,9,23,348,3071,
"Bellbird Park - Brookwater",12643,335,25,12,738,13761,
"Camira - Gailes",8277,321,18,17,604,9238,
"Carole Park",4,0,0,0,0,7,
"Collingwood Park - Redbank",7725,276,17,22,480,8519,
"Goodna",9273,553,51,15,996,10883,
"New Chum",0,0,0,0,0,0,
"Redbank Plains",17309,709,44,55,1181,19304,
"Springfield",6281,191,7,5,288,6777,
"Springfield Lakes",14425,294,17,11,681,15428,
"Beaudesert",12155,666,26,34,1035,13917,
"Beenleigh",7177,396,27,10,642,8253,
"Eagleby",11811,524,36,35,925,13327,
"Edens Landing - Holmview",6864,203,10,5,367,7452,
"Mount Warren Park",5323,123,7,4,334,5789,
"Wolffdene - Bahrs Scrub",5702,114,10,0,276,6105,
"Boronia Heights - Park Ridge",11168,345,14,31,675,12239,
"Browns Plains",6615,231,5,19,501,7374,
"Chambers Flat - Logan Reserve",4618,107,5,3,323,5060,
"Crestmead",10550,447,29,51,915,11989,
"Greenbank Military Camp",0,0,0,0,0,0,
"Hillcrest",7590,217,15,5,329,8153,
"Marsden",12414,456,44,34,1502,14448,
"Munruben - Park Ridge South",4337,95,8,0,182,4613,
"Regents Park - Heritage Park",14833,355,14,28,709,15938,
"Greenbank",11850,323,30,11,628,12845,
"Jimboomba",23290,790,41,21,1601,25744,
"Logan Village",6347,150,10,10,483,7000,
"Bethania - Waterford",9829,280,35,25,698,10869,
"Cornubia - Carbrook",7925,144,8,5,368,8452,
"Loganholme - Tanah Merah",10290,217,13,15,604,11129,
"Loganlea",9007,400,17,41,963,10434,
"Shailer Park",11006,152,15,9,469,11645,
"Waterford West",6468,252,12,16,499,7243,
"Daisy Hill",6244,114,8,4,265,6636,
"Kingston (Qld.)",8749,534,40,55,1039,10412,
"Logan Central",5426,280,25,18,386,6136,
"Rochedale South - Priestdale",14632,224,8,16,575,15455,
"Slacks Creek",9294,462,35,19,623,10431,
"Springwood",8555,111,33,5,568,9278,
"Underwood",5981,75,3,0,275,6344,
"Woodridge",11119,500,75,53,831,12580,
"Bowen",7292,688,84,77,960,9100,
"Broadsound - Nebo",6647,261,27,24,1544,8505,
"Clermont",3152,78,4,7,456,3697,
"Collinsville",2770,180,3,15,487,3460,
"Moranbah",7340,276,41,24,1053,8735,
"Andergrove - Beaconsfield",12911,693,235,207,859,14910,
"East Mackay",3157,83,21,12,300,3573,
"Eimeo - Rural View",10804,373,148,128,877,12327,
"Eungella Hinterland",13,0,0,0,0,13,
"Mackay",2984,128,42,35,470,3655,
"Mackay Harbour",416,4,0,0,95,518,
"Mount Pleasant - Glenella",9776,208,64,54,603,10708,
"North Mackay",5121,222,88,68,498,5999,
"Ooralea - Bakers Creek",4449,97,33,28,423,5034,
"Pioneer Valley",7175,225,52,32,726,8211,
"Sarina",9799,457,153,103,1101,11616,
"Seaforth - Calen",7151,210,39,21,703,8126,
"Shoal Point - Bucasia",5005,243,65,71,364,5749,
"Slade Point",2748,183,136,92,188,3348,
"South Mackay",5867,218,133,58,434,6708,
"Walkerston - Eton",7343,196,48,20,716,8324,
"West Mackay",5386,120,40,21,587,6160,
"Airlie - Whitsundays",10546,210,23,20,2136,12932,
"Cape Conway",0,0,0,0,0,0,
"Proserpine",7181,264,40,27,768,8294,
"Beachmere - Sandstone Point",13374,487,8,14,1013,14892,
"Bribie Island",16791,354,27,21,952,18145,
"Burpengary - East",3721,101,0,0,140,3967,
"Caboolture",23520,1229,65,88,1928,26825,
"Caboolture - South",17922,1066,33,64,1267,20344,
"Elimbah",3593,117,0,6,240,3962,
"Morayfield - East",7570,376,16,12,456,8433,
"Wamuran",3582,81,3,7,259,3928,
"Kilcoy",4794,160,9,6,410,5383,
"Woodford - D'Aguilar",6749,390,18,20,670,7851,
"Burpengary",13013,373,31,16,595,14022,
"Deception Bay",19838,957,73,59,1520,22449,
"Morayfield",4499,109,6,0,209,4826,
"Narangba",17433,370,17,19,738,18575,
"Upper Caboolture",2769,66,0,0,190,3021,
"Clontarf",7531,220,14,14,478,8252,
"Margate - Woody Point",10734,364,30,20,540,11695,
"Redcliffe",9111,244,11,7,790,10161,
"Rothwell - Kippa-Ring",15574,574,49,20,920,17139,
"Scarborough - Newport - Moreton Island",11281,185,5,13,734,12226,
"Albany Creek",15029,189,24,12,548,15800,
"Cashmere",18055,257,12,9,467,18805,
"Dayboro",7798,94,11,4,579,8490,
"Eatons Hill",7670,78,3,3,220,7972,
"The Hills District",22365,289,26,17,666,23364,
"Samford Valley",11038,84,10,3,617,11757,
"Dakabin - Kallangur",21855,705,18,53,1302,23929,
"Murrumba Downs - Griffin",16275,346,20,21,859,17519,
"North Lakes - Mango Hill",28096,545,25,31,1407,30104,
"Bray Park",9429,345,13,17,447,10246,
"Lawnton",5473,197,12,29,312,6016,
"Petrie",8068,223,11,0,389,8689,
"Strathpine - Brendale",11333,344,25,15,555,12266,
"Aurukun",94,1058,23,66,29,1275,
"Cape York",2901,3111,129,637,732,7516,
"Croydon - Etheridge",840,80,4,5,164,1090,
"Kowanyama - Pormpuraaw",190,1437,23,37,23,1698,
"Northern Peninsula",299,148,899,1390,66,2796,
"Tablelands",4430,686,123,114,625,5981,
"Torres",857,88,1799,592,275,3612,
"Torres Strait Islands",291,47,3588,505,80,4517,
"Weipa",2734,259,217,288,406,3903,
"Carpentaria",1321,3153,31,43,276,4828,
"Mount Isa",13201,2843,78,119,2100,18342,
"Mount Isa Region",2082,741,29,27,476,3357,
"Northern Highlands",2662,172,0,13,270,3124,
"Barcaldine - Blackall",4176,249,13,10,317,4765,
"Charleville",3480,515,20,8,287,4309,
"Far Central West",1595,257,15,19,223,2117,
"Far South West",1986,614,4,8,191,2803,
"Longreach",3135,163,20,8,333,3663,
"Buderim - North",15664,176,11,3,759,16616,
"Buderim - South",15364,187,11,7,763,16322,
"Mountain Creek",10551,173,19,11,500,11255,
"Sippy Downs",9509,207,8,5,569,10298,
"Aroona - Currimundi",9513,216,15,10,320,10072,
"Buddina - Minyama",6036,84,7,0,299,6428,
"Caloundra - Kings Beach",5947,106,10,0,640,6704,
"Caloundra - West",18943,407,16,9,900,20278,
"Golden Beach - Pelican Waters",11064,204,3,11,574,11851,
"Moffat Beach - Battery Hill",7364,132,3,9,329,7835,
"Parrearra - Warana",8809,176,3,3,513,9505,
"Wurtulla - Birtinya",7196,135,17,11,486,7838,
"Coolum Beach",13382,238,30,19,915,14590,
"Marcoola - Mudjimba",10101,180,17,22,552,10867,
"Maroochydore - Kuluin",17350,333,19,12,1444,19163,
"Mooloolaba - Alexandra Headland",10352,145,3,4,1182,11692,
"Noosa Heads",4175,30,0,0,289,4489,
"Noosaville",8110,73,0,0,549,8734,
"Sunshine Beach",6046,54,4,0,433,6530,
"Tewantin",9599,182,10,7,510,10306,
"Peregian Beach - Marcus Beach",3544,39,0,0,177,3755,
"Peregian Springs",6681,86,0,6,564,7340,
"Beerwah",7532,206,0,10,449,8201,
"Caloundra Hinterland",7960,106,10,8,454,8539,
"Glass House Mountains",5387,94,8,12,341,5838,
"Landsborough",9287,229,4,4,614,10140,
"Maroochy Hinterland",5714,90,9,0,446,6255,
"Palmwoods",9919,150,19,5,511,10612,
"Bli Bli",7750,194,4,10,396,8355,
"Diddillibah - Rosemount",3462,49,4,3,243,3766,
"Eumundi - Yandina",9642,226,16,9,655,10546,
"Nambour",18161,609,35,45,1116,19961,
"Noosa Hinterland",20106,387,24,9,1325,21851,
"Cambooya - Wyreema",6256,176,9,0,524,6961,
"Darling Heights",12411,459,17,13,839,13743,
"Drayton - Harristown",8893,529,22,10,749,10195,
"Gatton",6643,221,9,7,547,7431,
"Gowrie (Qld)",5805,272,4,8,321,6413,
"Highfields",12276,284,11,14,595,13177,
"Lockyer Valley - West",10174,309,11,16,856,11361,
"Middle Ridge",6771,78,0,0,283,7142,
"Newtown (Qld)",8332,570,23,24,642,9596,
"North Toowoomba - Harlaxton",4945,317,3,14,459,5738,
"Rangeville",7654,149,13,0,495,8309,
"Toowoomba - Central",11887,512,34,29,915,13375,
"Toowoomba - East",8883,224,7,13,634,9754,
"Toowoomba - West",11734,471,13,8,775,13004,
"Wilsonton",11525,849,15,26,903,13312,
"Ayr",7817,491,64,91,634,9097,
"Burdekin",7026,243,25,56,566,7916,
"Charters Towers",6511,792,29,55,727,8126,
"Dalrymple",3193,117,12,20,416,3755,
"Ingham",3749,270,34,24,349,4428,
"Ingham Region",5667,263,41,28,462,6454,
"Palm Island",117,1888,26,378,30,2443,
"Aitkenvale",4167,214,66,36,305,4792,
"Annandale",8888,231,22,14,911,10066,
"Belgian Gardens - Pallarenda",2898,94,10,7,272,3284,
"Bohle Plains",6616,246,23,16,327,7235,
"Condon - Rasmussen",8497,994,154,167,667,10476,
"Cranbrook",5074,323,86,56,375,5913,
"Deeragun",19713,1052,138,150,1352,22405,
"Douglas",7112,144,30,25,429,7741,
"Garbutt - West End",5153,429,83,72,802,6532,
"Gulliver - Currajong - Vincent",6453,551,176,110,443,7728,
"Heatley",3327,335,45,72,257,4036,
"Hermit Park - Rosslea",4438,231,51,39,393,5151,
"Hyde Park - Pimlico",4065,210,57,22,295,4650,
"Kelso",8544,869,213,184,826,10627,
"Kirwan - East",6513,599,173,122,417,7818,
"Kirwan - West",13658,746,143,135,868,15555,
"Magnetic Island",2002,62,0,3,270,2342,
"Mount Louisa",8162,449,99,63,486,9260,
"Mundingburra",3284,87,36,37,178,3625,
"Northern Beaches",5483,240,22,16,600,6363,
"Oonoonba",5889,208,43,29,379,6552,
"South Townsville - Railway Estate",4289,215,62,41,610,5209,
"Townsville - South",3881,103,7,8,296,4300,
"Townsville City - North Ward",7723,224,68,30,1014,9053,
"Wulguru - Roseneath",4750,738,96,113,394,6098,
"Ashfield - Kepnock",4716,254,8,13,236,5228,
"Bargara - Burnett Heads",15459,403,29,26,677,16595,
"Branyan - Kensington",4303,134,3,11,254,4706,
"Bundaberg",5198,295,17,24,577,6122,
"Bundaberg East - Kalkie",4979,176,12,18,292,5473,
"Bundaberg North - Gooburrum",6329,296,13,15,566,7217,
"Bundaberg Region - North",7647,286,18,14,898,8866,
"Bundaberg Region - South",8639,276,4,19,897,9837,
"Millbank - Avoca",6551,302,13,24,521,7417,
"Svensson Heights - Norville",5035,254,36,14,273,5613,
"Walkervale - Avenell Heights",9477,513,28,34,649,10696,
"Gayndah - Mundubbera",5581,368,9,27,673,6657,
"Gin Gin",4521,122,10,4,465,5115,
"Kingaroy",9213,465,11,11,583,10288,
"Kingaroy Region - North",6886,1895,11,78,702,9570,
"Kingaroy Region - South",3565,75,0,6,283,3922,
"Monto - Eidsvold",3061,257,13,8,488,3830,
"Nanango",8488,401,26,26,735,9679,
"North Burnett",8,0,0,0,0,8,
"Cooloola",5428,236,10,9,583,6265,
"Gympie - North",12676,530,43,34,936,14217,
"Gympie - South",6129,183,23,5,406,6748,
"Gympie Region",16488,495,27,16,1532,18567,
"Kilkivan",3202,149,5,5,335,3687,
"Booral - River Heads",4083,209,0,5,301,4602,
"Craignish - Dundowran Beach",4406,153,5,5,249,4815,
"Pialba - Eli Waters",12522,508,30,15,879,13950,
"Point Vernon",5129,225,6,4,326,5693,
"Torquay - Scarness - Kawungan",13153,592,19,29,1208,15001,
"Urangan - Wondunna",11303,411,15,36,851,12614,
"Burrum - Fraser",8308,376,14,23,843,9570,
"Granville",2808,150,5,9,235,3208,
"Maryborough (Qld)",16130,860,56,55,1137,18240,
"Maryborough Region - South",7299,201,14,17,861,8390,
"Tinana",4987,153,3,10,323,5477,
"Migratory - Offshore - Shipping (Qld)",128,6,0,0,13,152,
"No Usual Address (Qld)",9883,677,68,55,1829,12515,
"Adelaide",13451,190,11,8,1456,15113,
"North Adelaide",6276,39,6,0,634,6953,
"Adelaide Hills",6417,40,0,0,378,6830,
"Aldgate - Stirling",16654,64,3,0,744,17472,
"Hahndorf - Echunga",4191,13,0,0,258,4468,
"Lobethal - Woodside",8464,51,5,0,501,9023,
"Mount Barker",16311,204,19,5,830,17367,
"Mount Barker Region",5820,65,0,7,394,6285,
"Nairne",4752,54,0,0,243,5045,
"Uraidla - Summertown",5105,45,0,7,252,5418,
"Burnside - Wattle Park",17805,60,7,0,645,18517,
"Glenside - Beaumont",9191,38,3,4,369,9607,
"Toorak Gardens",15157,24,0,0,598,15788,
"Athelstone",8923,43,0,0,185,9150,
"Paradise - Newton",18794,151,6,10,764,19720,
"Rostrevor - Magill",20858,63,9,6,718,21654,
"Norwood (SA)",9343,55,8,4,660,10066,
"Payneham - Felixstow",11771,67,7,0,483,12338,
"St Peters - Marden",12387,71,0,0,492,12953,
"Nailsworth - Broadview",5813,38,3,0,226,6082,
"Prospect",13648,124,4,0,672,14445,
"Walkerville",7096,47,3,0,405,7553,
"Goodwood - Millswood",16668,87,0,0,825,17582,
"Unley - Parkside",19163,64,6,3,902,20136,
"Gawler - North",8706,95,0,0,396,9200,
"Gawler - South",18332,318,27,12,1118,19796,
"Lewiston - Two Wells",5136,140,8,0,346,5633,
"Craigmore - Blakeview",16967,380,6,10,755,18121,
"Davoren Park",15573,780,27,15,1268,17657,
"Elizabeth",8968,471,9,16,909,10373,
"Elizabeth East",11701,385,17,18,787,12913,
"Munno Para West - Angle Vale",11185,278,17,6,637,12130,
"One Tree Hill",2335,16,0,0,163,2517,
"Smithfield - Elizabeth North",10683,587,9,10,944,12234,
"Virginia - Waterloo Corner",3857,39,5,0,313,4219,
"Enfield - Blair Athol",21468,437,3,14,1255,23173,
"Northgate - Oakden - Gilles Plains",23048,544,0,7,996,24591,
"Windsor Gardens",19089,314,12,3,864,20289,
"Dry Creek - North",0,0,0,0,0,0,
"Ingle Farm",13945,295,0,0,592,14834,
"Para Hills",13755,223,5,0,603,14586,
"Parafield",100,0,0,0,0,105,
"Parafield Gardens",15925,347,15,14,646,16943,
"Paralowie",15632,373,14,5,724,16745,
"Salisbury",16222,403,7,0,979,17609,
"Salisbury East",16505,255,6,16,754,17533,
"Salisbury North",15781,470,29,8,928,17212,
"Mawson Lakes - Globe Derby Park",12667,91,0,5,567,13330,
"Pooraka - Cavan",7222,136,11,4,368,7736,
"Golden Grove",9923,68,11,0,344,10347,
"Greenwith",8621,72,0,0,289,8991,
"Highbury - Dernancourt",10099,56,3,0,312,10474,
"Hope Valley - Modbury",15522,211,12,9,676,16429,
"Modbury Heights",18141,183,5,0,570,18897,
"Redwood Park",15282,140,5,0,624,16050,
"St Agnes - Ridgehaven",11928,96,0,0,404,12428,
